identifier,externalID
e2af1672-ab22-4fdf-909f-81fb586268dc,https://data.isric.org/geonetwork/srv/metadata/e2af1672-ab22-4fdf-909f-81fb586268dc/formatters/xml
73e27136-9efe-49e4-af35-fd98b841d467,https://data.isric.org/geonetwork/srv/metadata/73e27136-9efe-49e4-af35-fd98b841d467/formatters/xml
4648929a-8031-49cc-9d56-9f3aeff2f8d9,https://data.isric.org/geonetwork/srv/metadata/4648929a-8031-49cc-9d56-9f3aeff2f8d9/formatters/xml
