title,url,documentation,ogc,description
Digitalearth.africa;https://docs.digitalearthafrica.org/;https://docs.digitalearthafrica.org/en/latest/data_specs/Cropland_extent_specs.html#OGC-Web-Services-(OWS);https://ows.digitalearth.africa/wcs?version=2.1.0;Several ready to use remote-sensing derived products
